expiry,type,strike,IV(%),mid,fair_value,r_used
2025-09-05,P,620.0,15.36,1.89,467.2381,0.04112
2025-09-05,P,621.0,15.18,1.99,465.6852,0.04112
2025-09-05,P,622.0,14.98,2.08,463.8188,0.04112
2025-09-05,P,623.0,14.8,2.19,462.1294,0.04112
2025-09-05,P,624.0,14.61,2.31,460.1136,0.04112
2025-09-05,P,625.0,14.42,2.435,458.1843,0.04112
2025-09-05,P,626.0,14.23,2.565,456.2027,0.04112
2025-09-05,P,627.0,14.05,2.7,454.3652,0.04112
2025-09-05,P,628.0,13.83,2.835,451.7264,0.04112
2025-09-05,P,629.0,13.65,2.99,449.7806,0.04112
2025-09-05,P,630.0,13.46,3.15,447.473,0.04112
2025-09-05,P,631.0,13.26,3.32,445.0512,0.04112
2025-09-05,P,632.0,13.06,3.495,442.5653,0.04112
2025-09-05,P,633.0,12.84,3.685,439.5723,0.04112
2025-09-05,P,634.0,12.65,3.885,437.1713,0.04112
2025-09-05,P,635.0,12.44,4.1,434.252,0.04112
2025-09-05,P,636.0,12.31,4.35,432.7702,0.04112
2025-09-05,P,637.0,12.04,4.575,428.6547,0.04112
2025-09-05,P,638.0,11.84,4.835,425.6883,0.04112
2025-09-05,P,639.0,11.64,5.11,422.6463,0.04112
2025-09-05,P,640.0,11.43,5.4,419.3383,0.04112
2025-09-05,P,641.0,11.23,5.72,416.2658,0.04112
2025-09-05,P,642.0,11.04,6.06,413.0528,0.04112
2025-09-05,P,643.0,10.92,6.445,411.4871,0.04112
2025-09-05,P,644.0,10.65,6.805,406.524,0.04112
2025-09-05,P,645.0,10.53,7.24,405.0,0.04112
2025-09-05,P,646.0,10.57,7.685,406.8898,0.04112
2025-09-05,P,647.0,10.58,8.12,407.9581,0.04112
2025-09-05,P,648.0,10.47,8.635,406.5555,0.04112
2025-09-05,P,649.0,10.61,9.21,410.7083,0.04112
2025-09-05,P,650.0,10.53,9.84,409.8628,0.04112
2025-09-05,P,651.0,10.41,10.42,408.3105,0.04112
2025-09-05,P,655.0,10.22,13.085,407.8314,0.04112
2025-09-05,P,660.0,10.87,17.135,427.3598,0.04112
2025-09-05,P,665.0,13.5,21.86,483.1498,0.04112
2025-09-05,P,670.0,15.47,26.86,518.8014,0.04112
2025-09-05,P,680.0,19.18,36.86,573.2425,0.04112
2025-09-05,P,685.0,20.95,41.86,594.5471,0.04112
2025-09-05,P,700.0,25.98,56.86,643.5177,0.04112
2025-09-05,P,725.0,33.69,81.86,697.5562,0.04112
2025-09-12,C,400.0,87.89,244.625,245.6677,0.04112
2025-09-12,C,450.0,70.83,194.86,196.0314,0.04112
2025-09-12,C,475.0,62.7,170.0,171.2268,0.04112
2025-09-12,C,490.0,57.89,155.09,156.3521,0.04112
2025-09-12,C,495.0,56.32,150.125,151.3945,0.04112
2025-09-12,C,505.0,53.15,140.19,141.4845,0.04112
2025-09-12,C,510.0,51.58,135.225,136.5322,0.04112
2025-09-12,C,540.0,47.96,105.475,108.1055,0.04112
2025-09-12,C,555.0,42.66,90.595,93.2696,0.04112
2025-09-12,C,560.0,40.88,85.65,88.33,0.04112
2025-09-12,C,565.0,39.13,80.705,83.3921,0.04112
2025-09-12,C,570.0,37.39,75.775,78.4619,0.04112
2025-09-12,C,575.0,35.64,70.845,73.5475,0.04112
2025-09-12,C,580.0,33.92,65.94,68.637,0.04112
2025-09-12,C,585.0,32.22,61.045,63.7433,0.04112
2025-09-12,C,590.0,30.54,56.18,58.878,0.04112
2025-09-12,C,595.0,28.91,51.35,54.0311,0.04112
2025-09-12,C,600.0,27.3,46.55,49.2319,0.04112
2025-09-12,C,605.0,25.74,41.81,44.4718,0.04112
2025-09-12,C,608.0,24.22,38.955,41.3732,0.04112
2025-09-12,C,610.0,23.55,37.09,39.4651,0.04112
2025-09-12,C,611.0,22.73,36.185,38.2879,0.04112
2025-09-12,C,612.0,22.38,35.245,37.3208,0.04112
2025-09-12,C,613.0,22.57,34.32,36.6142,0.04112
2025-09-12,C,614.0,22.26,33.405,35.6838,0.04112
2025-09-12,C,615.0,21.42,32.485,34.4951,0.04112
2025-09-12,C,616.0,21.19,31.605,33.5996,0.04112
2025-09-12,C,617.0,21.31,30.69,32.8849,0.04112
2025-09-12,C,618.0,21.02,29.785,31.96,0.04112
2025-09-12,C,619.0,20.72,28.895,31.0451,0.04112
2025-09-12,C,620.0,20.0,28.025,29.9145,0.04112
2025-09-12,C,621.0,20.09,27.125,29.216,0.04112
2025-09-12,C,622.0,19.43,26.24,28.1098,0.04112
2025-09-12,C,623.0,19.14,25.385,27.2065,0.04112
2025-09-12,C,624.0,19.18,24.49,26.4901,0.04112
2025-09-12,C,625.0,18.54,23.655,25.407,0.04112
2025-09-12,C,626.0,18.57,22.79,24.7059,0.04112
2025-09-12,C,627.0,17.52,22.005,23.3909,0.04112
2025-09-12,C,628.0,17.26,21.16,22.5223,0.04112
2025-09-12,C,629.0,17.02,20.325,21.6734,0.04112
2025-09-12,C,630.0,16.76,19.485,20.8264,0.04112
2025-09-12,C,631.0,16.51,18.67,19.9897,0.04112
2025-09-12,C,632.0,16.59,17.835,19.3507,0.04112
2025-09-12,C,633.0,16.29,17.03,18.5136,0.04112
2025-09-12,C,634.0,16.2,16.305,17.8015,0.04112
2025-09-12,C,635.0,15.53,15.485,16.7201,0.04112
2025-09-12,C,636.0,15.28,14.745,15.9327,0.04112
2025-09-12,C,637.0,15.06,13.955,15.1649,0.04112
2025-09-12,C,638.0,14.97,13.19,14.489,0.04112
2025-09-12,C,639.0,14.58,12.56,13.637,0.04112
2025-09-12,C,640.0,14.34,11.8,12.8943,0.04112
2025-09-12,C,641.0,14.12,11.155,12.168,0.04112
2025-09-12,C,642.0,13.97,10.38,11.5226,0.04112
2025-09-12,C,643.0,13.45,9.735,10.6163,0.04112
2025-09-12,C,644.0,13.24,9.095,9.9479,0.04112
2025-09-12,C,645.0,13.02,8.47,9.2914,0.04112
2025-09-12,C,646.0,12.83,7.875,8.6662,0.04112
2025-09-12,C,647.0,12.65,7.305,8.0707,0.04112
2025-09-12,C,648.0,12.39,6.735,7.4327,0.04112
2025-09-12,C,649.0,12.25,6.225,6.908,0.04112
2025-09-12,C,650.0,12.08,5.725,6.3671,0.04112
2025-09-12,C,651.0,11.93,5.255,5.8725,0.04112
2025-09-12,C,655.0,11.42,3.645,4.1415,0.04112
2025-09-12,C,660.0,10.91,2.175,2.5167,0.04112
2025-09-12,C,665.0,10.52,1.22,1.4277,0.04112
2025-09-12,C,670.0,10.33,0.66,0.7854,0.04112
2025-09-12,C,675.0,10.34,0.36,0.4332,0.04112
2025-09-12,C,680.0,10.47,0.205,0.2466,0.04112
2025-09-12,C,685.0,10.79,0.125,0.1523,0.04112
2025-09-12,C,690.0,11.26,0.085,0.1037,0.04112
2025-09-12,C,695.0,11.87,0.065,0.0794,0.04112
2025-09-12,C,700.0,12.31,0.045,0.0557,0.04112
2025-09-12,C,705.0,12.89,0.035,0.0438,0.04112
2025-09-12,C,715.0,14.16,0.025,0.0312,0.04112
2025-09-12,C,720.0,15.04,0.025,0.0317,0.04112
2025-09-12,C,725.0,15.24,0.015,0.0207,0.04112
2025-09-12,C,730.0,16.02,0.015,0.0202,0.04112
2025-09-12,C,740.0,17.58,0.015,0.02,0.04112
2025-09-12,C,745.0,18.36,0.01,0.0201,0.04112
2025-09-12,C,750.0,19.14,0.01,0.0203,0.04112
2025-09-12,P,375.0,65.23,0.035,374.4675,0.04112
2025-09-12,P,430.0,53.71,0.08,428.1346,0.04112
2025-09-12,P,435.0,52.54,0.085,432.881,0.04112
2025-09-12,P,450.0,49.71,0.105,447.1163,0.04112
2025-09-12,P,455.0,48.83,0.115,451.827,0.04112
2025-09-12,P,460.0,47.85,0.125,456.4713,0.04112
2025-09-12,P,465.0,46.83,0.135,461.0549,0.04112
2025-09-12,P,470.0,45.8,0.145,465.5893,0.04112
2025-09-12,P,475.0,45.07,0.16,470.2235,0.04112
2025-09-12,P,480.0,43.95,0.17,474.6028,0.04112
2025-09-12,P,485.0,42.87,0.18,478.9337,0.04112
2025-09-12,P,490.0,41.7,0.19,483.1088,0.04112
2025-09-12,P,495.0,40.82,0.21,487.4174,0.04112
2025-09-12,P,500.0,39.65,0.22,491.3864,0.04112
2025-09-12,P,505.0,38.67,0.24,495.4209,0.04112
2025-09-12,P,510.0,37.5,0.255,499.1184,0.04112
2025-09-12,P,515.0,36.48,0.275,502.8342,0.04112
2025-09-12,P,520.0,35.4,0.29,506.326,0.04112
2025-09-12,P,525.0,34.33,0.31,509.6309,0.04112
2025-09-12,P,530.0,33.23,0.33,512.6797,0.04112
2025-09-12,P,535.0,32.23,0.36,515.6871,0.04112
2025-09-12,P,540.0,31.08,0.38,518.1192,0.04112
2025-09-12,P,545.0,30.01,0.41,520.4067,0.04112
2025-09-12,P,550.0,28.81,0.435,521.9884,0.04112
2025-09-12,P,555.0,27.78,0.47,523.6827,0.04112
2025-09-12,P,560.0,26.62,0.5,524.4716,0.04112
2025-09-12,P,565.0,25.51,0.54,524.9079,0.04112
2025-09-12,P,570.0,24.44,0.59,524.9377,0.04112
2025-09-12,P,575.0,23.39,0.65,524.4858,0.04112
2025-09-12,P,580.0,22.4,0.73,523.7491,0.04112
2025-09-12,P,585.0,21.39,0.82,522.1942,0.04112
2025-09-12,P,590.0,20.44,0.935,520.3396,0.04112
2025-09-12,P,595.0,19.51,1.08,517.9418,0.04112
2025-09-12,P,600.0,18.64,1.28,515.3225,0.04112
2025-09-12,P,605.0,17.74,1.53,511.6404,0.04112
2025-09-12,P,608.0,17.24,1.705,509.3507,0.04112
2025-09-12,P,609.0,17.05,1.77,508.2991,0.04112
2025-09-12,P,610.0,16.88,1.84,507.4774,0.04112
2025-09-12,P,611.0,16.71,1.91,506.4841,0.04112
2025-09-12,P,612.0,16.55,1.985,505.6641,0.04112
2025-09-12,P,613.0,16.35,2.06,504.3805,0.04112
2025-09-12,P,614.0,16.2,2.145,503.599,0.04112
2025-09-12,P,615.0,16.02,2.225,502.3403,0.04112
2025-09-12,P,616.0,15.84,2.315,501.188,0.04112
2025-09-12,P,617.0,15.68,2.415,500.1499,0.04112
2025-09-12,P,618.0,15.51,2.51,498.9571,0.04112
2025-09-12,P,619.0,15.33,2.615,497.562,0.04112
2025-09-12,P,620.0,15.16,2.72,496.283,0.04112
2025-09-12,P,621.0,14.97,2.835,494.7939,0.04112
2025-09-12,P,622.0,14.82,2.96,493.6387,0.04112
2025-09-12,P,623.0,14.63,3.08,491.9692,0.04112
2025-09-12,P,624.0,14.45,3.21,490.3772,0.04112
2025-09-12,P,625.0,14.27,3.345,488.8244,0.04112
2025-09-12,P,626.0,14.08,3.49,486.9923,0.04112
2025-09-12,P,627.0,13.9,3.64,485.1955,0.04112
2025-09-12,P,628.0,13.72,3.8,483.3904,0.04112
2025-09-12,P,629.0,13.54,3.965,481.5788,0.04112
2025-09-12,P,630.0,13.35,4.135,479.4129,0.04112
2025-09-12,P,631.0,13.16,4.315,477.23,0.04112
2025-09-12,P,632.0,12.95,4.5,474.719,0.04112
2025-09-12,P,633.0,12.8,4.715,473.1925,0.04112
2025-09-12,P,634.0,12.6,4.925,470.7063,0.04112
2025-09-12,P,635.0,12.42,5.16,468.4209,0.04112
2025-09-12,P,636.0,12.22,5.385,465.7305,0.04112
2025-09-12,P,637.0,12.0,5.625,462.5534,0.04112
2025-09-12,P,638.0,11.87,5.91,461.1038,0.04112
2025-09-12,P,639.0,11.59,6.16,456.6779,0.04112
2025-09-12,P,640.0,11.42,6.46,454.1947,0.04112
2025-09-12,P,641.0,11.24,6.78,451.4878,0.04112
2025-09-12,P,642.0,11.07,7.115,449.0275,0.04112
2025-09-12,P,643.0,10.82,7.45,444.7348,0.04112
2025-09-12,P,644.0,10.73,7.85,443.7169,0.04112
2025-09-12,P,645.0,10.53,8.245,440.4158,0.04112
2025-09-12,P,646.0,10.38,8.685,437.9222,0.04112
2025-09-12,P,647.0,10.56,9.12,443.06,0.04112
2025-09-12,P,648.0,10.26,9.645,437.2105,0.04112
2025-09-12,P,650.0,10.17,10.755,437.1712,0.04112
2025-09-12,P,651.0,10.31,11.185,441.4664,0.04112
2025-09-12,P,655.0,10.23,13.735,443.6499,0.04112
2025-09-12,P,700.0,22.51,56.86,644.4174,0.04112
2025-09-19,C,150.0,186.72,493.77,494.2936,0.04112
2025-09-19,C,155.0,0.0,424.74,488.3615,0.04112
2025-09-19,C,160.0,0.0,429.945,483.3615,0.04112
2025-09-19,C,165.0,178.52,478.835,479.4047,0.04112
2025-09-19,C,170.0,0.0,460.025,473.3615,0.04112
2025-09-19,C,175.0,0.0,390.82,468.3615,0.04112
2025-09-19,C,180.0,0.0,439.04,463.3615,0.04112
2025-09-19,C,190.0,0.0,336.6,453.3615,0.04112
2025-09-19,C,195.0,0.0,331.76,448.3615,0.04112
2025-09-19,C,200.0,160.16,443.98,444.6662,0.04112
2025-09-19,C,205.0,0.0,322.07,438.3615,0.04112
2025-09-19,C,210.0,155.18,434.02,434.7423,0.04112
2025-09-19,C,215.0,152.93,429.045,429.7844,0.04112
2025-09-19,C,220.0,0.0,351.87,423.3615,0.04112
2025-09-19,C,225.0,0.0,365.955,418.3615,0.04112
2025-09-19,C,230.0,0.0,409.415,413.3615,0.04112
2025-09-19,C,235.0,0.0,356.05,408.3615,0.04112
2025-09-19,C,240.0,0.0,327.07,403.3615,0.04112
2025-09-19,C,245.0,139.11,399.17,400.0085,0.04112
2025-09-19,C,250.0,136.87,394.19,395.0454,0.04112
2025-09-19,C,255.0,0.0,312.375,388.3615,0.04112
2025-09-19,C,260.0,0.0,370.715,383.3615,0.04112
2025-09-19,C,265.0,0.0,358.69,378.3615,0.04112
2025-09-19,C,270.0,0.0,321.675,373.3615,0.04112
2025-09-19,C,275.0,126.27,369.295,370.2287,0.04112
2025-09-19,C,280.0,124.32,364.32,365.271,0.04112
2025-09-19,C,285.0,0.0,348.44,358.3615,0.04112
2025-09-19,C,290.0,120.24,354.36,355.3481,0.04112
2025-09-19,C,295.0,0.0,335.995,348.3615,0.04112
2025-09-19,C,300.0,116.36,344.405,345.4278,0.04112
2025-09-19,C,305.0,114.48,339.43,340.4682,0.04112
2025-09-19,C,310.0,112.55,334.45,335.5044,0.04112
2025-09-19,C,315.0,110.62,329.47,330.5389,0.04112
2025-09-19,C,320.0,0.0,319.885,323.3615,0.04112
2025-09-19,C,325.0,106.91,319.515,320.615,0.04112
2025-09-19,C,330.0,105.03,314.535,315.6535,0.04112
2025-09-19,C,335.0,103.27,309.56,310.6982,0.04112
2025-09-19,C,340.0,101.44,304.58,305.7362,0.04112
2025-09-19,C,345.0,99.61,299.6,300.7722,0.04112
2025-09-19,C,350.0,97.88,294.625,295.813,0.04112
2025-09-19,C,355.0,96.17,289.65,290.8538,0.04112
2025-09-19,C,360.0,94.38,284.67,285.8877,0.04112
2025-09-19,C,365.0,92.63,279.69,280.9216,0.04112
2025-09-19,C,370.0,90.94,274.715,275.9634,0.04112
2025-09-19,C,375.0,89.27,269.74,271.008,0.04112
2025-09-19,C,380.0,87.6,264.765,266.0507,0.04112
2025-09-19,C,385.0,85.96,259.79,261.0945,0.04112
2025-09-19,C,390.0,84.25,254.81,256.13,0.04112
2025-09-19,C,395.0,82.68,249.84,251.1753,0.04112
2025-09-19,C,400.0,81.01,244.86,246.21,0.04112
2025-09-19,C,405.0,79.44,239.89,241.2527,0.04112
2025-09-19,C,410.0,77.88,234.92,236.2966,0.04112
2025-09-19,C,415.0,76.25,229.94,231.3376,0.04112
2025-09-19,C,420.0,74.65,224.965,226.3803,0.04112
2025-09-19,C,425.0,73.11,219.995,221.4276,0.04112
2025-09-19,C,430.0,71.53,215.02,216.4687,0.04112
2025-09-19,C,435.0,70.01,210.05,211.5131,0.04112
2025-09-19,C,440.0,68.48,205.08,206.5554,0.04112
2025-09-19,C,445.0,66.97,200.11,201.597,0.04112
2025-09-19,C,450.0,65.45,195.14,196.6448,0.04112
2025-09-19,C,455.0,63.94,190.17,191.6935,0.04112
2025-09-19,C,460.0,62.5,185.21,186.7499,0.04112
2025-09-19,C,465.0,60.96,180.235,181.7905,0.04112
2025-09-19,C,470.0,59.5,175.27,176.8388,0.04112
2025-09-19,C,475.0,58.0,170.3,171.8797,0.04112
2025-09-19,C,480.0,56.45,165.32,166.9114,0.04112
2025-09-19,C,485.0,55.1,160.375,161.986,0.04112
2025-09-19,C,490.0,53.66,155.415,157.0425,0.04112
2025-09-19,C,495.0,52.2,150.45,152.0923,0.04112
2025-09-19,C,500.0,50.76,145.49,147.1435,0.04112
2025-09-19,C,505.0,55.42,140.53,143.4859,0.04112
2025-09-19,C,510.0,53.78,135.57,138.5321,0.04112
2025-09-19,C,515.0,52.16,130.61,133.5789,0.04112
2025-09-19,C,520.0,50.57,125.655,128.6507,0.04112
2025-09-19,C,525.0,48.94,120.7,123.7079,0.04112
2025-09-19,C,530.0,47.35,115.75,118.7704,0.04112
2025-09-19,C,535.0,45.72,110.79,113.8181,0.04112
2025-09-19,C,540.0,44.15,105.845,108.878,0.04112
2025-09-19,C,545.0,42.54,100.9,103.9499,0.04112
2025-09-19,C,550.0,40.96,95.96,99.025,0.04112
2025-09-19,C,555.0,39.37,91.02,94.0909,0.04112
2025-09-19,C,560.0,37.79,86.09,89.1572,0.04112
2025-09-19,C,565.0,36.24,81.17,84.2543,0.04112
2025-09-19,C,570.0,34.69,76.26,79.3527,0.04112
2025-09-19,C,575.0,33.17,71.375,74.456,0.04112
2025-09-19,C,576.0,32.88,70.4,73.481,0.04112
2025-09-19,C,577.0,32.56,69.42,72.5011,0.04112
2025-09-19,C,578.0,32.25,68.44,71.5265,0.04112
2025-09-19,C,579.0,31.96,67.47,70.5592,0.04112
2025-09-19,C,580.0,31.67,66.5,69.5915,0.04112
2025-09-19,C,581.0,31.37,65.53,68.6236,0.04112
2025-09-19,C,582.0,31.08,64.56,67.6541,0.04112
2025-09-19,C,583.0,30.78,63.59,66.6843,0.04112
2025-09-19,C,584.0,30.48,62.62,65.713,0.04112
2025-09-19,C,585.0,30.18,61.65,64.7414,0.04112
2025-09-19,C,586.0,29.9,60.69,63.777,0.04112
2025-09-19,C,587.0,29.6,59.72,62.8023,0.04112
2025-09-19,C,588.0,29.32,58.76,61.8374,0.04112
2025-09-19,C,589.0,29.03,57.8,60.8724,0.04112
2025-09-19,C,590.0,28.74,56.835,59.916,0.04112
2025-09-19,C,591.0,28.46,55.875,58.9593,0.04112
2025-09-19,C,592.0,28.16,54.92,57.9995,0.04112
2025-09-19,C,593.0,27.89,53.965,57.0491,0.04112
2025-09-19,C,594.0,27.59,53.01,56.0872,0.04112
2025-09-19,C,595.0,27.32,52.06,55.1333,0.04112
2025-09-19,C,596.0,27.04,51.11,54.1791,0.04112
2025-09-19,C,597.0,26.76,50.16,53.2218,0.04112
2025-09-19,C,598.0,26.47,49.21,52.2641,0.04112
2025-09-19,C,599.0,26.2,48.27,51.3195,0.04112
2025-09-19,C,600.0,25.93,47.325,50.3813,0.04112
2025-09-19,C,601.0,24.95,46.34,49.0864,0.04112
2025-09-19,C,602.0,25.38,45.445,48.4991,0.04112
2025-09-19,C,603.0,25.06,44.495,47.5366,0.04112
2025-09-19,C,604.0,24.76,43.555,46.5829,0.04112
2025-09-19,C,605.0,23.75,42.6,45.2666,0.04112
2025-09-19,C,606.0,23.5,41.65,44.3394,0.04112
2025-09-19,C,607.0,23.23,40.725,43.3995,0.04112
2025-09-19,C,608.0,23.02,39.855,42.4855,0.04112
2025-09-19,C,609.0,22.71,38.925,41.5306,0.04112
2025-09-19,C,610.0,22.41,38.025,40.5913,0.04112
2025-09-19,C,611.0,22.64,37.075,39.9405,0.04112
2025-09-19,C,612.0,21.88,36.195,38.7433,0.04112
2025-09-19,C,613.0,22.02,35.255,38.0449,0.04112
2025-09-19,C,614.0,21.77,34.355,37.1292,0.04112
2025-09-19,C,615.0,20.84,33.425,35.8402,0.04112
2025-09-19,C,616.0,20.69,32.56,34.9869,0.04112
2025-09-19,C,617.0,20.89,31.685,34.3581,0.04112
2025-09-19,C,618.0,20.18,30.805,33.1864,0.04112
2025-09-19,C,619.0,19.88,29.9,32.2572,0.04112
2025-09-19,C,620.0,18.95,29.085,30.9531,0.04112
2025-09-19,C,621.0,18.74,28.22,30.0765,0.04112
2025-09-19,C,622.0,18.5,27.35,29.1848,0.04112
2025-09-19,C,623.0,18.26,26.48,28.3102,0.04112
2025-09-19,C,624.0,18.01,25.62,27.4312,0.04112
2025-09-19,C,625.0,17.78,24.79,26.5651,0.04112
2025-09-19,C,630.0,16.5,20.57,22.2228,0.04112
2025-09-19,C,635.0,15.44,16.61,18.2069,0.04112
2025-09-19,C,640.0,14.32,12.905,14.3609,0.04112
2025-09-19,C,645.0,13.13,9.63,10.7434,0.04112
2025-09-19,C,650.0,12.24,6.825,7.7233,0.04112
2025-09-19,C,655.0,11.62,4.625,5.3383,0.04112
2025-09-19,C,660.0,11.18,3.005,3.5505,0.04112
2025-09-19,C,665.0,10.87,1.88,2.2617,0.04112
2025-09-19,C,670.0,10.65,1.13,1.3854,0.04112
2025-09-19,C,675.0,10.54,0.67,0.8279,0.04112
2025-09-19,C,680.0,10.58,0.405,0.5028,0.04112
2025-09-19,C,685.0,10.77,0.255,0.3181,0.04112
2025-09-19,C,690.0,11.11,0.175,0.2196,0.04112
2025-09-19,C,695.0,11.52,0.125,0.1578,0.04112
2025-09-19,C,700.0,11.99,0.095,0.1189,0.04112
2025-09-19,C,705.0,12.5,0.07,0.0942,0.04112
2025-09-19,C,710.0,12.89,0.055,0.0701,0.04112
2025-09-19,C,715.0,13.43,0.045,0.0587,0.04112
2025-09-19,C,720.0,13.87,0.035,0.0465,0.04112
2025-09-19,C,725.0,14.6,0.035,0.045,0.04112
2025-09-19,C,730.0,14.94,0.025,0.0345,0.04112
2025-09-19,C,735.0,15.63,0.025,0.033,0.04112
2025-09-19,C,740.0,16.31,0.025,0.0321,0.04112
2025-09-19,C,745.0,16.41,0.015,0.0218,0.04112
2025-09-19,C,750.0,17.09,0.015,0.0218,0.04112
2025-09-19,C,755.0,17.77,0.015,0.0218,0.04112
2025-09-19,C,760.0,18.36,0.015,0.0206,0.04112
2025-09-19,C,765.0,19.73,0.02,0.0305,0.04112
2025-09-19,C,770.0,19.73,0.015,0.021,0.04112
2025-09-19,C,775.0,20.31,0.015,0.0201,0.04112
2025-09-19,C,780.0,19.92,0.01,0.0112,0.04112
2025-09-19,C,785.0,21.68,0.02,0.021,0.04112
2025-09-19,C,790.0,22.27,0.01,0.0206,0.04112
2025-09-19,C,795.0,22.85,0.01,0.0202,0.04112
2025-09-19,C,800.0,22.27,0.01,0.0105,0.04112
2025-09-19,C,805.0,22.66,0.01,0.0095,0.04112
2025-09-19,C,810.0,24.61,0.01,0.0193,0.04112
2025-09-19,C,815.0,23.83,0.01,0.0096,0.04112
2025-09-19,C,820.0,25.78,0.01,0.019,0.04112
2025-09-19,C,825.0,26.37,0.01,0.0188,0.04112
2025-09-19,C,830.0,25.39,0.01,0.0089,0.04112
2025-09-19,P,150.0,131.25,0.01,149.9999,0.04112
2025-09-19,P,155.0,128.13,0.01,154.9999,0.04112
2025-09-19,P,160.0,125.0,0.01,159.9998,0.04112
2025-09-19,P,165.0,121.88,0.01,164.9998,0.04112
2025-09-19,P,170.0,118.75,0.01,169.9997,0.04112
2025-09-19,P,175.0,117.19,0.01,174.9996,0.04112
2025-09-19,P,180.0,115.63,0.01,179.9995,0.04112
2025-09-19,P,185.0,112.5,0.01,184.9993,0.04112
2025-09-19,P,190.0,109.38,0.01,189.999,0.04112
2025-09-19,P,195.0,106.25,0.01,194.9985,0.04112
2025-09-19,P,200.0,106.25,0.01,199.9985,0.04112
2025-09-19,P,205.0,103.13,0.01,204.9978,0.04112
2025-09-19,P,210.0,100.0,0.01,209.9968,0.04112
2025-09-19,P,215.0,98.44,0.01,214.9961,0.04112
2025-09-19,P,220.0,96.88,0.01,219.9953,0.04112
2025-09-19,P,225.0,95.31,0.01,224.9943,0.04112
2025-09-19,P,230.0,93.75,0.01,229.9931,0.04112
2025-09-19,P,235.0,90.63,0.01,234.9899,0.04112
2025-09-19,P,240.0,89.06,0.01,239.9878,0.04112
2025-09-19,P,245.0,92.19,0.01,244.9917,0.04112
2025-09-19,P,250.0,92.97,0.015,249.9924,0.04112
2025-09-19,P,255.0,88.28,0.01,254.9866,0.04112
2025-09-19,P,260.0,89.06,0.015,259.9878,0.04112
2025-09-19,P,265.0,87.5,0.015,264.9852,0.04112
2025-09-19,P,270.0,85.16,0.015,269.9803,0.04112
2025-09-19,P,275.0,83.59,0.015,274.9762,0.04112
2025-09-19,P,280.0,82.03,0.015,279.9712,0.04112
2025-09-19,P,285.0,80.47,0.015,284.9652,0.04112
2025-09-19,P,290.0,78.91,0.015,289.9578,0.04112
2025-09-19,P,295.0,77.34,0.015,294.949,0.04112
2025-09-19,P,300.0,75.78,0.015,299.9383,0.04112
2025-09-19,P,305.0,75.78,0.02,304.9383,0.04112
2025-09-19,P,310.0,75.39,0.025,309.9352,0.04112
2025-09-19,P,315.0,73.83,0.025,314.9216,0.04112
2025-09-19,P,320.0,72.27,0.025,319.9052,0.04112
2025-09-19,P,325.0,70.7,0.025,324.8852,0.04112
2025-09-19,P,330.0,69.14,0.025,329.8611,0.04112
2025-09-19,P,335.0,69.73,0.035,334.8707,0.04112
2025-09-19,P,340.0,68.36,0.035,339.8472,0.04112
2025-09-19,P,345.0,66.8,0.035,344.8151,0.04112
2025-09-19,P,350.0,65.23,0.035,349.7762,0.04112
2025-09-19,P,355.0,65.23,0.045,354.7762,0.04112
2025-09-19,P,360.0,63.87,0.045,359.7356,0.04112
2025-09-19,P,365.0,62.5,0.045,364.6876,0.04112
2025-09-19,P,370.0,62.11,0.055,369.6723,0.04112
2025-09-19,P,375.0,60.74,0.055,374.6128,0.04112
2025-09-19,P,380.0,59.38,0.055,379.5424,0.04112
2025-09-19,P,385.0,58.89,0.065,384.5143,0.04112
2025-09-19,P,390.0,57.42,0.065,389.4192,0.04112
2025-09-19,P,395.0,56.93,0.075,394.3836,0.04112
2025-09-19,P,400.0,55.57,0.075,399.2716,0.04112
2025-09-19,P,405.0,54.88,0.085,404.2082,0.04112
2025-09-19,P,410.0,53.91,0.09,409.1079,0.04112
2025-09-19,P,415.0,52.83,0.095,413.9829,0.04112
2025-09-19,P,420.0,52.05,0.105,418.8812,0.04112
2025-09-19,P,425.0,51.17,0.115,423.7544,0.04112
2025-09-19,P,430.0,50.1,0.12,428.5799,0.04112
2025-09-19,P,435.0,49.61,0.13,433.4927,0.04112
2025-09-19,P,440.0,48.68,0.14,438.3119,0.04112
2025-09-19,P,445.0,47.71,0.15,443.0982,0.04112
2025-09-19,P,450.0,46.73,0.16,447.8574,0.04112
2025-09-19,P,455.0,45.7,0.175,452.5716,0.04112
2025-09-19,P,460.0,44.73,0.185,457.2642,0.04112
2025-09-19,P,465.0,43.65,0.195,461.8808,0.04112
2025-09-19,P,470.0,42.87,0.215,466.5687,0.04112
2025-09-19,P,475.0,41.8,0.225,471.0878,0.04112
2025-09-19,P,480.0,40.97,0.245,475.6706,0.04112
2025-09-19,P,485.0,40.09,0.26,480.1802,0.04112
2025-09-19,P,490.0,39.16,0.28,484.6022,0.04112
2025-09-19,P,495.0,38.18,0.3,488.9188,0.04112
2025-09-19,P,500.0,37.23,0.32,493.1692,0.04112
2025-09-19,P,505.0,36.23,0.345,497.2813,0.04112
2025-09-19,P,510.0,35.21,0.365,501.252,0.04112
2025-09-19,P,515.0,34.3,0.39,505.232,0.04112
2025-09-19,P,520.0,33.37,0.42,509.0606,0.04112
2025-09-19,P,525.0,32.3,0.445,512.5277,0.04112
